user,group,session,FailuedQuestion,sequenceExamples,result,retry,datentime
nrn7,IS17Fall20142,1B7B3,jArray1,,1,2,2014-11-03 11:33:04.366
jow73,IS17Fall20142,E393F,jBoolean_Var,,1,3,2014-09-16 14:14:28.725
jow73,IS17Fall20142,E393F,jBoolean_Operators,,1,2,2014-09-16 14:24:02.460
jow73,IS17Fall20142,E393F,jBoolean_Operators2,,1,3,2014-09-16 14:31:34.366
jow73,IS17Fall20142,E393F,jBoolean_Operators3,,1,2,2014-09-16 14:33:41.507
jow73,IS17Fall20142,E393F,jIfelse2,,1,2,2014-09-16 14:44:11.303
jow73,IS17Fall20142,E393F,jIfelse5,,0,2,2014-09-16 14:48:14.100
pex7,IS17Fall20142,1F27A,jInteger1,,1,2,2014-09-11 16:31:41.143
pex7,IS17Fall20142,1F27A,jString_to_Double,,1,2,2014-09-11 16:33:16.765
pex7,IS17Fall20142,1F27A,jConstants4,,1,2,2014-09-11 16:38:10.005
pex7,IS17Fall20142,1F27A,jString6,,1,2,2014-09-11 16:50:50.231
pex7,IS17Fall20142,1F27A,jBoolean_Var,,1,2,2014-09-11 17:04:06.487
pex7,IS17Fall20142,1F27A,jBoolean_Method,,1,2,2014-09-11 17:05:35.140
pex7,IS17Fall20142,1F27A,jBoolean_Operators2,,1,2,2014-09-11 20:28:50.484
pex7,IS17Fall20142,1F27A,jFor1,,1,2,2014-09-11 21:46:13.961
pex7,IS17Fall20142,33C14,jObjects1,,1,2,2014-09-18 18:07:32.303
shl103,IS17Fall20142,0EBA5,jString_to_Double,,1,2,2014-10-05 00:15:54.546
shl103,IS17Fall20142,0EBA5,jVariable1,,1,3,2014-10-05 01:20:08.796
shl103,IS17Fall20142,0EBA5,jMathFuc1,,0,1,2014-10-05 01:22:04.953
shl103,IS17Fall20142,0EBA5,jMathFuc1,OperatorExample_v2:0.0:1.5;MathFunction_v2:0.125:74.74;increment_v2:0.0:1.34;,1,2,2014-10-05 01:22:04.953
shl103,IS17Fall20142,0EBA5,jString1,,1,3,2014-10-05 01:36:48.593
shl103,IS17Fall20142,0EBA5,jString5,,1,2,2014-10-05 01:49:28.046
shl103,IS17Fall20142,B8972,jBoolean_Method,,1,2,2014-10-06 17:07:29.265
shl103,IS17Fall20142,B8972,jBoolean_Operators,,1,2,2014-10-06 17:09:06.593
shl103,IS17Fall20142,B8972,jBoolean_Operators2,,1,3,2014-10-06 17:16:41.484
shl103,IS17Fall20142,B8972,jIfelse4,,1,3,2014-10-06 21:46:39.234
shl103,IS17Fall20142,B8972,jSwitch2,,1,2,2014-10-06 22:01:38.062
shl103,IS17Fall20142,B8972,jObjects1,,1,2,2014-10-06 22:47:43.515
shl103,IS17Fall20142,487ED,jObjects2,,1,3,2014-10-08 19:58:04.392
shl103,IS17Fall20142,487ED,jBankAccount,,1,3,2014-10-08 20:09:56.580
shl103,IS17Fall20142,487ED,jClasses4,,1,2,2014-10-08 20:12:47.501
sij14,IS17Fall20142,5C143,jInteger1,,1,3,2014-09-24 01:35:18.288
sij14,IS17Fall20142,5C143,jString_to_Double,,1,2,2014-09-24 01:46:59.647
sij14,IS17Fall20142,5C143,jConstants5,,1,2,2014-09-24 02:11:02.038
sij14,IS17Fall20142,5C143,jVariable1,,0,1,2014-09-24 16:20:14.803
sij14,IS17Fall20142,2972B,jVariable1,,1,2,2014-09-24 16:22:18.163
sij14,IS17Fall20142,2972B,jMathFuc1,,1,2,2014-09-24 16:27:32.741
sij14,IS17Fall20142,2972B,jString6,,1,2,2014-09-24 16:58:40.272
sij14,IS17Fall20142,2972B,jBoolean_Operators2,,1,2,2014-09-24 17:15:17.085
sij14,IS17Fall20142,2972B,jBoolean_Operators3,,1,2,2014-09-24 17:20:50.257
sij14,IS17Fall20142,2972B,jObjects1,,1,2,2014-09-24 18:47:56.788
sij14,IS17Fall20142,2972B,jObjects4,,1,2,2014-09-24 18:53:32.366
sij14,IS17Fall20142,2972B,jBankAccount,,1,3,2014-09-24 20:09:06.975
sij14,IS17Fall20142,0D95C,jWhile4,,1,3,2014-10-09 17:25:41.626
sij14,IS17Fall20142,FCCA5,jWhile5,,1,2,2014-10-12 23:34:43.751
sij14,IS17Fall20142,FCCA5,jFor2,,1,2,2014-10-12 23:41:40.626
sij14,IS17Fall20142,FCCA5,jFor4,,1,2,2014-10-12 23:48:33.986
sij14,IS17Fall20142,FCCA5,jFor5,,1,2,2014-10-12 23:51:01.986
sij14,IS17Fall20142,86236,jDowhile1,,1,2,2014-10-15 19:17:41.208
sij14,IS17Fall20142,86236,jDowhile4,,1,2,2014-10-15 19:22:11.309
sij14,IS17Fall20142,86236,jDowhile8,,1,2,2014-10-15 19:40:32.133
sij14,IS17Fall20142,86236,jNested2,,1,2,2014-10-15 23:14:30.972
sij14,IS17Fall20142,86236,jNested3,,1,2,2014-10-15 23:18:52.777
sij14,IS17Fall20142,2358A,jArrayList1,,1,2,2014-10-26 23:24:10.591
sij14,IS17Fall20142,2358A,jArrayList3,,1,3,2014-10-27 00:01:32.122
sij14,IS17Fall20142,2358A,jArrayList5,,1,4,2014-10-27 00:08:47.638
sij14,IS17Fall20142,24F2D,j2D_arrays3,,1,2,2014-11-18 22:35:38.331
sij14,IS17Fall20142,24F2D,j2D_arrays4,,1,2,2014-11-18 22:37:17.472
jwt26,IS17Fall20142,6FD3F,jVariables2,,1,2,2014-09-12 16:42:20.616
jwt26,IS17Fall20142,6FD3F,jString_to_Double,,1,2,2014-09-12 16:51:37.585
jwt26,IS17Fall20142,6FD3F,jConstants1,,1,2,2014-09-12 18:28:59.069
jwt26,IS17Fall20142,6FD3F,jConstants3,,1,2,2014-09-13 08:14:54.100
jwt26,IS17Fall20142,6FD3F,jConstants5,,1,2,2014-09-13 08:18:27.725
jwt26,IS17Fall20142,50FAF,jVariable1,,1,2,2014-09-21 16:35:15.053
jwt26,IS17Fall20142,50FAF,jMathFuc1,,1,3,2014-09-21 16:38:12.897
jwt26,IS17Fall20142,50FAF,jIncrement,,1,2,2014-09-21 16:40:03.366
jwt26,IS17Fall20142,50FAF,jString1,,1,4,2014-09-21 16:56:49.710
jwt26,IS17Fall20142,50FAF,jString4,,1,2,2014-09-21 16:59:52.647
jwt26,IS17Fall20142,50FAF,jBoolean_Operators2,,1,3,2014-09-21 17:31:05.038
jwt26,IS17Fall20142,50FAF,jBoolean_Operators3,,1,2,2014-09-21 17:33:49.788
jwt26,IS17Fall20142,50FAF,jIfelse2,,1,2,2014-09-21 20:22:07.163
jwt26,IS17Fall20142,4BDCC,jObjects1,,1,2,2014-09-30 21:28:34.838
jwt26,IS17Fall20142,4BDCC,jObjects2,,0,1,2014-09-30 21:30:17.572
jwt26,IS17Fall20142,1C2DE,jBa_ques,,1,2,2014-10-05 14:17:20.906
jwt26,IS17Fall20142,1C2DE,jWhile2,,1,2,2014-10-05 14:45:17.812
jwt26,IS17Fall20142,1C2DE,jWhile4,,1,3,2014-10-05 14:49:04.921
jwt26,IS17Fall20142,1C2DE,jWhile5,,1,2,2014-10-05 14:52:24.468
jwt26,IS17Fall20142,3617E,jNested1,,1,2,2014-10-28 16:55:50.452
jwt26,IS17Fall20142,3617E,jNested2,,1,4,2014-10-28 16:57:29.418
jwt26,IS17Fall20142,3617E,jNested3,,1,3,2014-10-28 17:01:37.193
jwt26,IS17Fall20142,3617E,jArray1,,1,3,2014-10-28 17:27:10.638
jwt26,IS17Fall20142,3617E,jArray2,,1,3,2014-10-28 17:45:18.501
jwt26,IS17Fall20142,3617E,jArray3,,1,6,2014-10-28 17:51:29.726
jmg224,IS17Fall20142,3812D,jInteger1,,1,2,2014-09-14 13:07:48.741
jmg224,IS17Fall20142,3812D,jDouble1,,1,2,2014-09-14 13:09:08.116
jmg224,IS17Fall20142,3812D,jString_to_Double,,1,2,2014-09-14 13:11:05.725
jmg224,IS17Fall20142,3812D,jConstants1,,1,3,2014-09-14 13:12:01.132
jmg224,IS17Fall20142,3812D,jConstants4,,1,2,2014-09-14 13:14:24.553
jmg224,IS17Fall20142,DF7D4,jObjects1,,1,3,2014-09-27 12:38:40.135
jmg224,IS17Fall20142,DF7D4,jBankAccount,,1,3,2014-09-27 12:40:45.728
jmg224,IS17Fall20142,DF7D4,jClasses_Getter,,1,2,2014-09-27 12:42:45.900
ech46,IS17Fall20142,9BCFC,jString_to_Double,,1,3,2014-09-23 16:00:11.710
ech46,IS17Fall20142,9BCFC,jConstants3,,1,2,2014-09-23 16:04:27.585
ech46,IS17Fall20142,9BCFC,jOperator1,,1,2,2014-09-23 16:18:44.335
ech46,IS17Fall20142,9BCFC,jString6,,1,2,2014-09-23 16:27:06.116
ech46,IS17Fall20142,9BCFC,jObjects1,,1,4,2014-09-23 16:52:28.944
ech46,IS17Fall20142,9BCFC,jObjects4,,1,2,2014-09-23 16:59:09.100
ech46,IS17Fall20142,E9EA5,jWhile3,,1,2,2014-10-03 15:28:51.109
ech46,IS17Fall20142,E9EA5,jWhile4,,1,2,2014-10-03 15:34:39.609
ech46,IS17Fall20142,E9EA5,jDowhile1,,1,2,2014-10-03 15:53:37.468
ech46,IS17Fall20142,E9EA5,jDowhile3,,1,2,2014-10-03 16:06:32.609
ech46,IS17Fall20142,E9EA5,jDowhile4,,1,3,2014-10-03 16:08:29.250
ech46,IS17Fall20142,E9EA5,jDowhile6,,1,2,2014-10-03 16:11:57.906
ech46,IS17Fall20142,E9EA5,jDowhile8,,1,3,2014-10-03 16:14:39.531
ech46,IS17Fall20142,E9EA5,jNested2,,0,1,2014-10-03 16:21:40.109
ech46,IS17Fall20142,E9EA5,jNested2,nested_loops_v2:0.16666666666666666:0;,0,0,2014-10-03 16:21:40.109
yil125,IS17Fall20142,EE069,jObjects1,,1,2,2014-09-21 16:33:37.007
yil125,IS17Fall20142,EE069,jObjects5,,1,2,2014-09-21 16:35:37.960
yil125,IS17Fall20142,EE069,jClasses_Getter,,1,2,2014-09-21 16:45:34.147
yil125,IS17Fall20142,EE069,jBoolean_Operators2,,1,2,2014-09-21 17:01:39.210
yil125,IS17Fall20142,EE069,jString4,,1,2,2014-09-21 17:22:06.116
yil125,IS17Fall20142,EE069,jString5,,1,2,2014-09-21 17:25:41.788
yil125,IS17Fall20142,EE069,jString6,,1,2,2014-09-21 17:26:54.491
yil125,IS17Fall20142,EE069,jConstants5,,0,2,2014-09-21 18:39:53.491
yil125,IS17Fall20142,EE069,jDouble1,,0,1,2014-09-21 19:05:15.725
yil125,IS17Fall20142,EE069,jDouble1,PrimitiveDataTypes_v2:0.0:3.82;TypeCasting_v2:1.0:11.79;,1,1,2014-09-21 19:05:15.725
yil125,IS17Fall20142,EE069,jVariables5,,1,2,2014-09-21 19:23:43.632
yil125,IS17Fall20142,EEB59,jWhile1,,1,2,2014-10-13 16:00:13.845
yil125,IS17Fall20142,EEB59,jWhile4,,1,2,2014-10-13 16:26:08.251
yil125,IS17Fall20142,EEB59,jFor1,,1,2,2014-10-13 20:32:14.017
yil125,IS17Fall20142,EEB59,jFor4,,1,3,2014-10-13 20:51:03.845
yil125,IS17Fall20142,EEB59,jDowhile4,,1,2,2014-10-14 13:11:22.314
yil125,IS17Fall20142,EEB59,jDowhile6,,1,2,2014-10-14 13:13:28.095
yil125,IS17Fall20142,EEB59,jNested2,,1,2,2014-10-14 13:25:04.923
yil125,IS17Fall20142,EEB59,jNested3,,0,1,2014-10-14 14:00:27.408
yil125,IS17Fall20142,2801F,jArray3,,1,2,2014-11-02 16:59:03.898
yil125,IS17Fall20142,2801F,jArray5,,1,2,2014-11-02 17:36:31.038
tey7,IS17Fall20141,B6830,jObjects1,,1,2,2014-09-25 15:43:28.332
tey7,IS17Fall20141,B6830,jObjects3,,1,3,2014-09-25 15:51:49.332
tey7,IS17Fall20141,B6830,jBa_ques,,1,2,2014-09-25 16:02:34.905
tey7,IS17Fall20141,B6830,jClasses4,,1,2,2014-09-25 16:03:48.074
ata21,IS17Fall20141,B2BF6,jConstants4,,1,2,2014-09-09 14:09:57.617
ata21,IS17Fall20141,B2BF6,jConstants5,,1,3,2014-09-09 14:10:48.711
ata21,IS17Fall20141,B2BF6,jMathFuc1,,1,2,2014-09-09 14:15:13.351
ata21,IS17Fall20141,B2BF6,jString1,,1,2,2014-09-09 14:18:09.507
ata21,IS17Fall20141,B2BF6,jString6,,1,3,2014-09-09 14:20:44.648
ata21,IS17Fall20141,B2BF6,jBoolean_Var,,1,2,2014-09-09 14:22:08.023
ata21,IS17Fall20141,B2BF6,jBoolean_Method,,1,2,2014-09-09 14:23:15.367
ata21,IS17Fall20141,B2BF6,jBoolean_Operators2,,1,2,2014-09-09 14:25:05.617
ata21,IS17Fall20141,4B60E,jSwitch3,,1,2,2014-09-09 18:36:07.711
ata21,IS17Fall20141,4B60E,jFor1,,1,2,2014-09-09 18:38:10.289
ata21,IS17Fall20141,4B60E,jFor2,,1,2,2014-09-09 18:38:41.429
ata21,IS17Fall20141,4B60E,jFor3,,1,2,2014-09-09 18:41:34.961
ata21,IS17Fall20141,4B60E,jWhile4,,1,2,2014-09-09 18:47:19.820
ata21,IS17Fall20141,4B60E,jWhile5,,1,2,2014-09-09 18:53:49.820
ata21,IS17Fall20141,4B60E,jDowhile8,,1,3,2014-09-09 18:58:24.289
ata21,IS17Fall20141,4B60E,jNested1,,1,3,2014-09-09 18:59:50.773
ata21,IS17Fall20141,4B60E,jNested3,,1,4,2014-09-09 19:03:04.429
ata21,IS17Fall20141,3C6EA,jObjects1,,1,2,2014-10-16 14:23:05.859
ata21,IS17Fall20141,3C6EA,jObjects3,,1,2,2014-10-16 14:24:21.906
ata21,IS17Fall20141,074AF,jArrayList3,,1,2,2014-10-27 09:32:50.325
ata21,IS17Fall20141,074AF,jArrayList5,,1,5,2014-10-27 09:34:50.216
ata21,IS17Fall20141,074AF,jArray1,,1,2,2014-10-27 09:43:34.919
ata21,IS17Fall20141,074AF,jArray2,,1,2,2014-10-27 09:44:27.388
ata21,IS17Fall20141,074AF,jArray3,,1,3,2014-10-27 09:46:33.638
ata21,IS17Fall20141,074AF,jArray4,,1,2,2014-10-27 09:47:43.310
ata21,IS17Fall20141,790C1,j2D_Arrays1,,1,2,2014-11-02 14:13:37.663
ata21,IS17Fall20141,790C1,j2D_Arrays2,,1,2,2014-11-02 14:15:20.054
ata21,IS17Fall20141,790C1,j2D_arrays3,,1,3,2014-11-02 14:17:09.460
ata21,IS17Fall20141,790C1,jInheritance1,,1,3,2014-11-02 14:21:41.429
ata21,IS17Fall20141,790C1,jInheritance2,,1,4,2014-11-02 14:23:48.116
ata21,IS17Fall20141,790C1,jInheritance3,,1,4,2014-11-02 14:26:29.507
ata21,IS17Fall20141,790C1,jInheritance4,,0,3,2014-11-02 14:29:46.476
ata21,IS17Fall20141,790C1,jInheritance5,,1,3,2014-11-02 14:31:29.538
ata21,IS17Fall20141,790C1,jInheritance6,,1,3,2014-11-02 14:34:39.601
ata21,IS17Fall20141,790C1,jInheritance4,,1,2,2014-11-02 14:36:53.132
ata21,IS17Fall20141,780E3,j2D_Arrays1,,1,3,2014-11-06 13:36:07.171
jej48,IS17Fall20141,25C28,jString_to_Double,,1,2,2014-09-11 14:24:48.152
jej48,IS17Fall20141,25C28,jConstants1,,1,2,2014-09-11 14:26:52.539
jej48,IS17Fall20141,25C28,jConstants4,,0,2,2014-09-11 14:28:47.441
jej48,IS17Fall20141,25C28,jConstants4,JavaTutorial_4_1_3:0.0:2.42;,1,2,2014-09-11 14:29:26.487
jej48,IS17Fall20141,25C28,jConstants5,,1,2,2014-09-11 14:32:03.919
jej48,IS17Fall20141,D21F0,jIncrement,,1,2,2014-09-11 21:47:30.788
jej48,IS17Fall20141,D21F0,jString1,,1,2,2014-09-11 22:19:03.194
jej48,IS17Fall20141,D21F0,jString5,,1,2,2014-09-11 22:32:00.178
jej48,IS17Fall20141,F1531,jSwitch1,,1,2,2014-09-22 16:04:12.710
jej48,IS17Fall20141,82020,jBoolean_Operators2,,1,2,2014-09-22 23:01:18.757
jej48,IS17Fall20141,CCF36,jObjects1,,1,2,2014-09-23 20:41:39.460
jej48,IS17Fall20141,CCF36,jBankAccount,,1,3,2014-09-23 20:59:03.866
jej48,IS17Fall20141,CCF36,jClasses4,,1,2,2014-09-23 21:01:11.007
jej48,IS17Fall20141,CCF36,jClasses_Getter,,1,2,2014-09-23 21:02:17.350
jej48,IS17Fall20141,C48F5,jWhile4,,1,2,2014-09-24 14:14:45.382
jej48,IS17Fall20141,C48F5,jWhile5,,0,1,2014-09-24 14:17:49.194
jej48,IS17Fall20141,C48F5,jWhile5,for1_v2:1.0:2.9;JavaTutorial_4_6_12:1.0:2.26;JavaTutorial_4_6_14:0.0:0.73;JavaTutorial_4_6_14:1.0:1.46;JavaTutorial_4_6_5:1.0:5.15;JavaTutorial_4_6_7:1.0:44.18;JavaTutorial_4_6_6:1.0:2.63;JavaTutorial_4_6_8:1.0:2.84;JavaTutorial_4_6_9:0.0:25.29;JavaTutorial_4_6_9:1.0:1.52;,0,0,2014-09-24 14:17:49.194
jej48,IS17Fall20141,C48F5,jFor1,,1,2,2014-09-24 16:34:06.538
jej48,IS17Fall20141,C48F5,jFor4,,1,3,2014-09-24 16:47:56.694
jej48,IS17Fall20141,C48F5,jFor5,,1,3,2014-09-24 16:53:42.444
jej48,IS17Fall20141,0AA5E,jDowhile8,,1,2,2014-09-25 13:38:34.978
jej48,IS17Fall20141,0AA5E,jNested2,,1,2,2014-09-25 13:56:52.599
jej48,IS17Fall20141,0AA5E,jNested3,,0,4,2014-09-25 14:00:03.515
jej48,IS17Fall20141,78842,jArray1,,1,3,2014-10-28 11:47:26.083
jej48,IS17Fall20141,78842,jArray2,,1,2,2014-10-28 11:54:45.416
jej48,IS17Fall20141,78842,jArray3,,1,2,2014-10-28 12:01:50.641
jej48,IS17Fall20141,78842,jArray4,,1,2,2014-10-28 12:05:14.614
lel74,IS17Fall20141,852AD,jPrimitive_Float,,1,3,2014-09-09 17:14:29.101
lel74,IS17Fall20141,852AD,jConstants5,,1,2,2014-09-10 10:32:07.492
lel74,IS17Fall20141,852AD,jVariable1,,0,1,2014-09-10 10:34:29.945
lel74,IS17Fall20141,852AD,jVariable1,arithmetic_v2:0.0:11.62;arithmetic_v2:1.0:1.09;increment_v2:0.875:1.85;MathFunction_v2:1.0:0.96;OperatorExample_v2:1.0:2.01;,1,1,2014-09-10 10:34:29.945
lel74,IS17Fall20141,852AD,jMathFuc1,,1,2,2014-09-10 10:41:15.820
lel74,IS17Fall20141,852AD,jMathFuc2,,1,2,2014-09-10 10:41:40.664
lel74,IS17Fall20141,852AD,jString1,,1,4,2014-09-10 10:43:24.570
lel74,IS17Fall20141,852AD,jString5,,1,2,2014-09-10 10:46:40.898
lel74,IS17Fall20141,852AD,jString6,,1,2,2014-09-10 10:47:21.757
lel74,IS17Fall20141,7720E,jBoolean_Var,,1,2,2014-09-19 15:39:53.757
lel74,IS17Fall20141,7720E,jBoolean_Operators2,,1,2,2014-09-19 15:43:05.225
lel74,IS17Fall20141,7720E,jBoolean_Operators3,,1,3,2014-09-19 15:44:11.897
lel74,IS17Fall20141,7720E,jIfelse1,,1,2,2014-09-19 15:48:35.194
lel74,IS17Fall20141,7720E,jIfelse4,,1,2,2014-09-19 15:51:03.303
lel74,IS17Fall20141,7720E,jObjects1,,1,2,2014-09-19 15:55:02.491
lel74,IS17Fall20141,7720E,jObjects4,,1,2,2014-09-19 15:57:22.897
lel74,IS17Fall20141,A2354,jWhile2,,1,2,2014-10-16 14:52:33.968
lel74,IS17Fall20141,A2354,jDowhile1,,1,2,2014-10-16 15:01:14.750
lel74,IS17Fall20141,A2354,jDowhile2,,0,1,2014-10-16 15:04:32.437
lel74,IS17Fall20141,CF987,jFor4,,0,2,2014-10-16 16:46:43.312
lel74,IS17Fall20141,F0A2E,jArrayList1,,0,1,2014-11-03 15:56:37.695
cac85,IS17Fall20141,83942,jVariables4,,1,3,2014-09-10 10:59:11.601
cac85,IS17Fall20141,FA644,jInteger1,,1,5,2014-09-11 09:34:35.240
cac85,IS17Fall20141,FA644,jString_to_Double,,1,2,2014-09-11 09:41:51.695
cac85,IS17Fall20141,FA644,jConstants3,,1,2,2014-09-11 10:41:39.065
cac85,IS17Fall20141,FA644,jVariable1,,1,2,2014-09-11 10:51:19.156
cac85,IS17Fall20141,FA644,jMathFuc1,,1,2,2014-09-11 10:52:04.232
cac85,IS17Fall20141,4BD62,jString1,,1,3,2014-09-14 11:41:59.975
cac85,IS17Fall20141,4BD62,jString2,,1,2,2014-09-14 11:46:24.335
cac85,IS17Fall20141,4BD62,jString4,,1,3,2014-09-14 11:50:44.475
cac85,IS17Fall20141,4BD62,jBoolean_Method,,1,2,2014-09-14 12:19:27.194
cac85,IS17Fall20141,4BD62,jBoolean_Operators2,,1,2,2014-09-14 12:24:54.194
cac85,IS17Fall20141,4BD62,jBoolean_Operators3,,1,2,2014-09-14 12:26:32.397
cac85,IS17Fall20141,DDED2,jObjects1,,1,2,2014-10-01 22:01:18.037
cac85,IS17Fall20141,DDED2,jObjects3,,1,2,2014-10-01 22:02:56.969
cac85,IS17Fall20141,EC308,jClasses_Getter,,1,2,2014-10-02 16:50:36.859
cac85,IS17Fall20141,A86AA,jWhile2,,1,2,2014-10-03 10:29:19.562
cac85,IS17Fall20141,A86AA,jWhile3,,1,2,2014-10-03 10:31:43.828
cac85,IS17Fall20141,A86AA,jWhile4,,1,2,2014-10-03 10:58:43.578
cac85,IS17Fall20141,A86AA,jWhile5,,1,3,2014-10-03 11:14:20.546
cac85,IS17Fall20141,FA958,jFor1,,1,3,2014-10-09 19:30:19.564
sra30,IS17Fall20141,E5452,jVariables3,,1,2,2014-09-25 18:48:44.226
sra30,IS17Fall20141,E5452,jVariables4,,1,2,2014-09-25 18:49:10.116
sra30,IS17Fall20141,E5452,jVariables5,,1,2,2014-09-25 18:50:54.519
sra30,IS17Fall20141,E5452,jDouble1,,1,2,2014-09-25 18:56:10.228
sra30,IS17Fall20141,E5452,jString_to_Double,,1,2,2014-09-25 18:58:27.442
sra30,IS17Fall20141,E5452,jConstants3,,1,2,2014-09-25 19:01:43.452
sra30,IS17Fall20141,E5452,jConstants5,,1,3,2014-09-25 19:10:31.419
sra30,IS17Fall20141,E5452,jVariable1,,1,2,2014-09-25 19:13:14.898
sra30,IS17Fall20141,E5452,jMathFuc1,,1,3,2014-09-25 19:14:46.317
sra30,IS17Fall20141,E5452,jString1,,0,2,2014-09-25 19:16:38.423
sra30,IS17Fall20141,E5452,jString1,CreateString_v2:1.0:1.27;substring_v2:1.0:31.77;string_length_v2:0.6666666666666666:14.22;string_length_v2:0.0:1.3;StringExample_v2:1.0:0.52;,1,3,2014-09-25 19:16:59.000
sra30,IS17Fall20141,E5452,jString3,,1,2,2014-09-25 19:21:12.008
sra30,IS17Fall20141,E5452,jString4,,1,3,2014-09-25 19:21:34.992
sra30,IS17Fall20141,E5452,jBoolean_Method,,1,2,2014-09-25 19:33:07.438
sra30,IS17Fall20141,E5452,jBoolean_Operators2,,1,3,2014-09-25 19:34:13.967
sra30,IS17Fall20141,E5452,jBoolean_Operators3,,1,2,2014-09-25 19:35:40.621
sra30,IS17Fall20141,E5452,jIfelse1,,1,3,2014-09-25 19:38:39.240
sra30,IS17Fall20141,E5452,jIfelse2,,1,2,2014-09-25 19:39:37.629
sra30,IS17Fall20141,E5452,jIfelse3,,1,3,2014-09-25 19:40:08.768
sra30,IS17Fall20141,E5452,jIfelse4,,1,2,2014-09-25 19:41:15.954
sra30,IS17Fall20141,E5452,jIfelse5,,1,2,2014-09-25 19:42:33.076
sra30,IS17Fall20141,E5452,jSwitch3,,0,3,2014-09-25 19:45:46.179
sra30,IS17Fall20141,E5452,jSwitch3,JavaTutorial_4_3_2:1.0:1.5;JavaTutorial_4_3_4:1.0:1.04;JavaTutorial_4_3_5:1.0:1.78;JavaTutorial_4_3_6:1.0:1.18;switch_v2:1.0:2.34;,0,2,2014-09-25 19:46:20.366
sra30,IS17Fall20141,E5452,jSwitch3,JavaTutorial_4_3_6:0.3333333333333333:1.34;switch_v2:0.6:4.86;,1,1,2014-09-25 19:49:18.079
sra30,IS17Fall20141,E5452,jObjects1,,1,3,2014-09-25 19:50:48.842
sra30,IS17Fall20141,E5452,jObjects2,,1,3,2014-09-25 19:52:44.525
sra30,IS17Fall20141,E5452,jObjects3,,0,1,2014-09-25 19:55:44.004
sra30,IS17Fall20141,E5452,jObjects3,Point_v2:0.0:2.9;Bicycle_v2:0.0:2.51;CreateObjectDemo_v2:0.0:4.92;Rectangle_v2:0.0:5.01;Bicycle_v2:0.0:3.23;Point_v2:0.0:2.33;,0,0,2014-09-25 19:55:44.004
sra30,IS17Fall20141,E5452,jObjects3,,1,3,2014-09-25 20:08:43.167
sra30,IS17Fall20141,E5452,jBankAccount,,1,2,2014-09-25 20:10:49.850
shz62,IS17Fall20141,338BD,jObjects1,,1,3,2014-09-25 16:13:14.588
shz62,IS17Fall20141,338BD,jObjects3,,1,2,2014-09-25 16:15:29.536
shz62,IS17Fall20141,338BD,jObjects5,,1,2,2014-09-25 16:17:23.767
shz62,IS17Fall20141,338BD,jBankAccount,,1,3,2014-09-25 16:19:55.059
shz62,IS17Fall20141,D2B40,jString_to_Double,,1,2,2014-10-16 11:04:48.421
shz62,IS17Fall20141,D2B40,jString1,,1,2,2014-10-16 11:20:11.593
shz62,IS17Fall20141,D2B40,jString1,,0,1,2014-10-16 11:21:09.859
shz62,IS17Fall20141,D2B40,jWhile5,,1,2,2014-10-16 11:45:03.796
shz62,IS17Fall20141,D2B40,jFor4,,1,2,2014-10-16 11:52:38.281
shz62,IS17Fall20141,D2B40,jDowhile4,,1,2,2014-10-16 15:28:51.015
shz62,IS17Fall20141,D2B40,jDowhile8,,0,1,2014-10-16 15:35:29.437
shz62,IS17Fall20141,D2B40,jDowhile8,do_while_v2:0.0:1.08;,0,0,2014-10-16 15:35:29.437
shz62,IS17Fall20141,D2B40,jNested2,,1,2,2014-10-16 15:38:53.234
jas196,IS17Fall20141,0E250,jString_to_Double,,1,3,2014-09-05 20:45:07.961
jas196,IS17Fall20141,0E250,jConstants5,,1,3,2014-09-05 20:59:06.289
jas196,IS17Fall20141,0E250,jVariable1,,1,3,2014-09-05 21:01:57.836
jas196,IS17Fall20141,0E250,jMathFuc1,,1,2,2014-09-05 21:03:22.257
jas196,IS17Fall20141,0E250,jString1,,1,3,2014-09-05 21:07:55.304
jas196,IS17Fall20141,0E250,jString6,,1,4,2014-09-05 21:15:07.132
jas196,IS17Fall20141,B40E7,jBoolean_Operators2,,1,2,2014-09-20 11:17:31.585
jas196,IS17Fall20141,B40E7,jBoolean_Operators3,,1,2,2014-09-20 11:18:47.366
jas196,IS17Fall20141,B40E7,jSwitch3,,1,2,2014-09-20 18:01:56.757
jas196,IS17Fall20141,B40E7,jObjects1,,1,2,2014-09-20 18:05:46.303
jas196,IS17Fall20141,B40E7,jObjects3,,1,2,2014-09-20 18:07:18.210
jas196,IS17Fall20141,B40E7,jBa_ques,,1,2,2014-09-20 18:21:45.975
jas196,IS17Fall20141,98F5E,jWhile4,,1,4,2014-10-18 18:40:46.218
fam37,IS17Fall20141,0C2B0,jString_to_Double,,1,2,2014-09-11 14:59:32.554
fam37,IS17Fall20141,0C2B0,jConstants5,,0,1,2014-09-11 15:15:43.882
fam37,IS17Fall20141,86232,jObjects1,,1,4,2014-10-02 15:12:06.921
fam37,IS17Fall20141,86232,jObjects2,,1,2,2014-10-02 15:14:23.718
smc161,IS17Fall20141,95D48,jVariables4,,1,2,2014-09-04 18:06:03.273
abc53,IS17Fall20141,FDB8F,jVariables4,,1,3,2014-09-04 18:11:41.445
abc53,IS17Fall20141,FDB8F,jInteger1,,1,2,2014-09-04 18:45:20.398
